stock,fri_atr_ratio,fri_vol_ratio,fri_amt_ratio,fri_change,mon_atr_ratio,mon_vol_ratio,mon_amt_ratio,mon_change,has_fri_signal,is_mon_breakout,prepos_signal
600984.SH,0.785,1.194,1.36,-1.94,0.972,1.073,1.192,0.0,False,False,False
688455.SH,0.924,0.766,0.77,-3.03,1.293,1.292,1.314,2.32,False,False,False
605007.SH,0.925,1.862,2.028,-7.03,2.399,1.844,1.972,-0.68,False,False,False
601229.SH,0.824,0.64,0.651,-0.82,0.682,0.754,0.766,0.72,False,False,False
603725.SH,0.696,0.598,0.592,-0.78,2.072,1.253,1.203,-4.03,False,False,False
600918.SH,0.809,0.674,0.666,0.79,0.702,0.944,0.929,-1.25,False,False,False
603248.SH,0.622,0.936,0.942,-0.71,1.063,0.89,0.882,-1.94,False,False,False
688557.SH,0.692,1.148,1.159,-1.16,1.715,4.259,4.009,-6.37,False,False,False
688523.SH,0.775,1.005,0.995,1.71,2.618,1.63,1.729,10.27,False,True,False
688138.SH,0.781,1.432,1.501,-2.42,0.796,1.447,1.464,-4.06,False,False,False
600886.SH,1.37,2.269,2.304,1.22,2.12,2.431,2.499,1.58,True,False,False
600537.SH,1.871,1.663,1.938,7.59,1.355,1.303,1.399,-10.08,True,False,False
605199.SH,0.728,0.794,0.821,0.14,1.696,1.323,1.343,-3.38,False,False,False
600158.SH,1.511,1.444,1.584,2.43,1.92,1.326,1.461,0.0,True,False,False
600543.SH,0.477,0.394,0.388,0.0,1.104,0.7,0.674,-2.78,False,False,False
603038.SH,0.643,0.579,0.581,-1.4,1.389,1.341,1.291,-3.57,False,False,False
603992.SH,1.328,1.229,1.154,1.63,1.164,1.372,1.208,-5.12,True,False,False
688727.SH,0.57,0.639,0.639,0.33,1.311,1.065,1.034,-3.71,False,False,False
688348.SH,0.561,0.552,0.522,1.95,1.14,0.938,0.9,0.66,False,False,False
600733.SH,0.336,0.539,0.525,0.25,1.389,0.859,0.842,0.25,False,False,False
600328.SH,1.323,1.468,1.557,1.88,0.892,1.294,1.383,-0.1,True,False,False
603878.SH,1.355,1.089,1.14,5.81,0.936,1.003,1.032,-3.52,True,False,False
600645.SH,0.967,1.101,1.136,0.29,1.159,1.845,1.935,0.58,False,False,False
688625.SH,0.489,0.591,0.656,0.03,0.882,0.635,0.712,1.75,False,False,False
603890.SH,0.828,0.804,0.798,-1.16,1.249,0.859,0.835,-2.6,False,False,False
605277.SH,0.485,0.692,0.717,-1.58,0.892,1.197,1.2,-4.52,False,False,False
688651.SH,0.51,0.585,0.566,1.1,1.166,1.242,1.162,-6.05,False,False,False
601059.SH,0.799,0.435,0.434,0.4,0.679,0.851,0.848,-0.51,False,False,False
600848.SH,0.363,0.793,0.767,-0.35,0.797,1.078,1.036,-1.33,False,False,False
605123.SH,0.799,0.671,0.664,1.13,0.701,0.716,0.703,-1.3,False,False,False
688571.SH,0.829,0.925,0.944,0.12,1.602,1.427,1.421,-3.41,False,False,False
603601.SH,0.832,1.243,1.403,-0.98,0.764,1.066,1.181,-2.44,False,False,False
600196.SH,0.366,0.66,0.646,-0.11,1.008,1.115,1.077,-1.28,False,False,False
688505.SH,0.552,0.617,0.608,0.46,1.509,1.151,1.11,-3.57,False,False,False
603286.SH,0.515,0.648,0.599,-0.52,0.975,1.379,1.202,-6.99,False,False,False
688599.SH,0.542,0.552,0.525,-0.99,1.031,0.964,0.875,-4.92,False,False,False
688182.SH,0.735,0.825,0.83,-0.56,0.875,1.219,1.232,-0.89,False,False,False
600511.SH,0.363,0.458,0.46,-0.03,2.705,2.127,2.157,1.67,False,False,False
688080.SH,0.943,0.956,0.953,0.77,1.375,1.76,1.786,1.17,False,False,False
601688.SH,0.426,0.618,0.589,-0.51,0.963,1.067,0.996,-0.94,False,False,False
600008.SH,1.184,1.24,1.276,0.63,1.184,1.459,1.504,0.0,False,False,False
600467.SH,0.573,0.678,0.676,0.75,1.177,1.127,1.102,-2.62,False,False,False
688068.SH,0.598,0.729,0.645,0.08,1.152,0.885,0.792,-0.9,False,False,False
603777.SH,0.338,0.381,0.361,0.63,1.219,0.724,0.677,-2.95,False,False,False
600094.SH,0.609,0.509,0.48,0.84,0.676,0.691,0.644,-1.67,False,False,False
603318.SH,4.026,5.996,6.552,10.01,2.486,8.629,10.4,9.98,True,True,True
603703.SH,0.613,0.718,0.719,1.27,0.611,0.824,0.81,-2.57,False,False,False
605055.SH,1.06,1.227,1.318,2.27,1.123,1.387,1.459,-2.8,False,False,False
600278.SH,0.913,1.028,1.006,-1.49,1.287,1.187,1.124,-3.26,False,False,False
600663.SH,0.354,0.413,0.413,0.0,0.761,0.772,0.76,-1.91,False,False,False
601949.SH,0.829,0.688,0.686,0.14,1.229,1.245,1.184,-4.98,False,False,False
600617.SH,0.831,0.698,0.687,2.56,1.499,2.363,2.453,4.67,False,False,False
603180.SH,0.416,0.607,0.606,0.1,1.859,1.552,1.506,-3.88,False,False,False
688603.SH,1.471,1.604,1.739,2.69,1.105,1.556,1.686,-2.08,True,False,False
688218.SH,0.513,0.645,0.649,-0.09,1.379,1.212,1.192,-3.64,False,False,False
603507.SH,0.605,0.688,0.732,0.43,0.713,0.615,0.646,-2.69,False,False,False
688677.SH,0.654,1.326,1.261,-1.25,1.615,1.635,1.532,-2.72,False,False,False
603168.SH,0.654,0.608,0.604,0.54,2.188,1.466,1.411,-4.93,False,False,False
600789.SH,0.258,0.306,0.289,0.11,0.895,0.57,0.531,-2.07,False,False,False
600392.SH,1.008,1.15,1.369,6.74,1.313,1.433,1.664,-4.17,False,False,False
688701.SH,0.512,0.646,0.652,-0.46,2.013,1.077,1.048,-5.63,False,False,False
601512.SH,0.747,0.613,0.604,0.95,0.979,0.743,0.73,-1.25,False,False,False
601566.SH,0.318,0.435,0.41,0.26,0.797,0.722,0.664,-2.5,False,False,False
688775.SH,0.778,0.727,0.702,-0.79,3.981,3.711,3.857,5.98,False,True,False
600761.SH,0.718,0.768,0.757,-1.81,0.718,0.76,0.733,-2.7,False,False,False
603082.SH,1.157,1.645,1.727,0.17,1.392,1.706,1.768,-1.34,False,False,False
603499.SH,0.475,0.703,0.682,-0.4,1.085,0.921,0.88,-3.05,False,False,False
603928.SH,0.484,0.674,0.677,-0.18,1.406,0.895,0.881,-2.92,False,False,False
688386.SH,0.684,0.526,0.537,-0.2,0.609,0.855,0.849,-2.0,False,False,False
600715.SH,0.237,0.478,0.464,0.0,0.736,0.916,0.862,-3.49,False,False,False
600698.SH,0.619,0.796,0.791,0.48,3.298,5.371,5.604,5.13,False,True,False
600283.SH,1.032,1.341,1.352,0.42,1.304,1.353,1.358,-1.06,False,False,False
601018.SH,1.727,1.205,1.292,3.39,1.727,1.242,1.329,0.0,True,False,False
688610.SH,0.597,0.821,0.823,0.67,0.733,0.743,0.722,-4.38,False,False,False
603839.SH,1.402,1.128,1.134,1.99,1.374,1.271,1.251,-3.79,True,False,False
688297.SH,0.405,0.9,0.904,-0.36,4.403,8.057,9.307,19.71,False,True,False
600604.SH,0.617,0.815,0.81,0.18,1.364,1.144,1.114,-3.07,False,False,False
603193.SH,0.317,0.363,0.35,0.6,1.189,0.932,0.882,-2.9,False,False,False
603588.SH,1.887,1.969,2.401,8.03,1.161,2.029,2.564,1.07,True,False,False
601858.SH,0.742,0.72,0.747,0.77,0.625,0.613,0.617,-2.83,False,False,False
600369.SH,0.697,0.653,0.648,0.66,1.055,1.094,1.077,-0.88,False,False,False
603091.SH,1.675,1.584,1.752,0.15,2.786,2.317,2.467,-4.36,True,False,False
601186.SH,0.495,0.624,0.626,0.0,0.826,0.847,0.844,-0.14,False,False,False
688395.SH,1.156,1.388,1.421,1.65,2.467,2.049,2.053,-5.15,False,False,False
600706.SH,0.596,0.582,0.574,0.56,1.618,1.184,1.128,-4.72,False,False,False
603416.SH,0.392,0.728,0.712,-1.07,1.136,1.159,1.097,-4.04,False,False,False
600381.SH,1.213,0.769,0.678,-1.96,1.158,0.98,0.826,-4.0,True,False,False
688712.SH,0.913,0.542,0.491,2.44,0.729,0.398,0.353,-2.14,False,False,False
688309.SH,1.506,1.459,1.872,6.19,1.949,1.74,2.436,5.34,True,False,False
603079.SH,0.589,0.8,0.752,-0.36,1.702,1.522,1.369,-5.84,False,False,False
688766.SH,0.688,0.475,0.467,0.97,0.594,0.483,0.477,-0.96,False,False,False
688191.SH,1.791,2.587,2.837,6.41,3.069,2.697,3.222,10.29,True,True,True
601799.SH,0.778,0.582,0.627,0.3,1.084,0.544,0.598,1.01,False,False,False
600502.SH,1.054,0.959,0.969,1.05,0.926,1.068,1.075,-0.41,False,False,False
600119.SH,0.979,1.035,0.965,-0.86,1.652,1.447,1.271,-6.83,False,False,False
600576.SH,1.284,0.68,0.664,1.87,0.9,0.843,0.81,-2.91,True,False,False
603666.SH,0.563,0.805,0.772,-1.28,1.151,1.421,1.314,-4.31,False,False,False
688179.SH,0.537,0.891,0.977,0.32,0.906,0.872,0.935,-2.84,False,False,False
688562.SH,0.58,0.537,0.521,0.32,1.283,1.152,1.133,1.26,False,False,False
603209.SH,0.743,0.869,0.888,0.62,1.714,3.969,4.195,3.39,False,False,False
603612.SH,0.797,0.721,0.846,1.19,0.661,0.539,0.633,0.03,False,False,False
600185.SH,0.283,0.426,0.409,0.71,0.86,0.864,0.799,-4.82,False,False,False
688516.SH,0.673,0.646,0.626,1.24,0.926,0.662,0.612,-5.79,False,False,False
600959.SH,0.266,0.372,0.362,0.48,0.551,0.665,0.632,-3.59,False,False,False
601607.SH,0.367,0.574,0.569,-0.12,1.463,1.043,1.034,0.29,False,False,False
688488.SH,0.397,0.709,0.661,-1.39,1.505,1.286,1.249,3.13,False,False,False
688093.SH,0.488,0.887,0.909,-1.02,1.095,1.427,1.448,-1.74,False,False,False
600400.SH,0.766,0.609,0.603,0.43,1.578,1.277,1.237,-2.97,False,False,False
600234.SH,0.452,0.455,0.459,-1.89,0.982,0.572,0.565,-1.35,False,False,False
603866.SH,0.818,0.675,0.662,0.94,1.038,0.973,0.944,-1.49,False,False,False
603150.SH,1.159,0.939,1.096,3.23,1.216,0.861,1.005,-3.69,False,False,False
688220.SH,2.16,1.893,2.057,8.01,0.952,1.067,1.144,-4.65,True,False,False
601033.SH,1.18,1.275,1.286,0.78,1.439,1.379,1.395,-0.13,False,False,False
603124.SH,0.784,1.63,1.862,-2.69,1.347,1.942,2.304,4.93,False,False,False
601999.SH,1.346,0.755,0.754,1.33,1.809,0.944,0.903,-5.12,True,False,False
603052.SH,0.409,0.413,0.376,-2.77,1.193,0.765,0.714,3.06,False,False,False
688356.SH,1.62,1.402,1.385,4.0,1.465,1.358,1.386,1.43,True,False,False
603026.SH,0.924,1.188,1.177,-0.24,1.399,1.736,1.726,-0.59,False,False,False
688322.SH,0.589,0.712,0.684,-0.52,0.457,0.841,0.782,-2.8,False,False,False
688739.SH,0.292,0.461,0.454,-0.04,1.157,1.01,0.984,-1.5,False,False,False
600336.SH,1.632,1.336,1.298,-1.15,1.105,1.115,1.029,-3.86,True,False,False
600759.SH,0.836,0.929,1.108,2.31,0.0,0.075,0.099,9.98,False,False,False
603639.SH,0.938,0.873,0.907,1.79,1.19,1.1,1.138,-0.88,False,False,False
603222.SH,2.386,2.978,3.149,4.0,1.212,1.509,1.54,-4.27,True,False,False
688126.SH,0.854,0.727,0.711,-0.96,1.533,1.158,1.083,-4.88,False,False,False
603256.SH,0.855,1.422,1.916,-6.74,0.53,1.014,1.365,-1.97,False,False,False
605500.SH,0.773,0.679,0.687,-0.96,2.073,1.388,1.365,-3.01,False,False,False
688549.SH,0.626,1.486,1.595,-2.36,1.21,1.068,1.125,-2.14,False,False,False
688152.SH,1.091,0.774,0.731,2.1,1.649,1.138,1.038,-5.71,False,False,False
600132.SH,0.498,0.688,0.702,0.82,1.531,1.021,1.047,1.01,False,False,False
600529.SH,0.716,0.62,0.611,0.54,1.087,1.355,1.323,-1.18,False,False,False
600030.SH,0.785,0.605,0.59,-0.04,0.871,0.903,0.872,-1.1,False,False,False
603320.SH,0.899,0.878,0.92,1.72,1.051,1.193,1.26,0.89,False,False,False
600906.SH,0.742,0.694,0.69,0.88,1.121,1.124,1.11,-0.73,False,False,False
601658.SH,0.549,0.714,0.698,-0.2,0.957,0.897,0.878,0.4,False,False,False
688050.SH,0.496,0.715,0.728,-0.1,1.645,1.466,1.446,-4.23,False,False,False
600155.SH,1.815,1.297,1.313,2.07,1.045,1.319,1.325,-0.72,True,False,False
600121.SH,1.485,1.615,1.714,5.49,0.829,1.267,1.36,-1.25,True,False,False
603231.SH,0.435,0.461,0.453,0.05,1.321,0.965,0.929,-2.81,False,False,False
600817.SH,0.694,0.768,0.795,1.13,0.886,1.139,1.16,-2.0,False,False,False
605567.SH,0.51,0.637,0.629,0.43,1.652,1.123,1.085,-3.34,False,False,False
688135.SH,0.984,0.707,0.704,2.26,0.856,0.736,0.72,-4.78,False,False,False
601326.SH,1.079,1.003,1.011,1.7,1.067,1.251,1.274,1.11,False,False,False
600863.SH,1.026,1.306,1.366,2.41,1.444,1.484,1.59,2.16,False,False,False
605108.SH,0.439,0.524,0.503,0.79,1.128,0.908,0.853,-2.66,False,False,False
688141.SH,2.151,1.976,2.203,9.27,0.72,1.367,1.537,0.05,True,False,False
688037.SH,1.077,0.616,0.645,-0.73,0.952,0.75,0.783,-0.82,False,False,False
603728.SH,0.377,0.656,0.634,-0.25,0.599,0.939,0.877,-3.73,False,False,False
603333.SH,1.1,1.694,1.797,-0.34,1.646,1.933,1.998,-3.75,False,False,False
688458.SH,0.508,0.522,0.524,-0.43,1.132,1.07,1.054,-4.16,False,False,False
600961.SH,1.451,1.204,1.298,7.63,1.825,1.853,2.12,9.06,True,False,False
600057.SH,0.81,0.747,0.775,1.43,0.844,1.092,1.133,0.47,False,False,False
600023.SH,2.18,1.759,1.859,2.7,2.752,2.133,2.302,1.88,True,False,False
600989.SH,0.699,0.699,0.718,1.61,1.082,3.153,3.558,9.99,False,False,False
688247.SH,0.522,0.624,0.614,-0.68,1.993,1.826,1.731,-4.77,False,False,False
603558.SH,0.389,0.508,0.517,0.0,0.926,0.88,0.883,-1.9,False,False,False
688233.SH,0.806,0.691,0.7,-0.14,1.014,0.777,0.76,-6.38,False,False,False
601020.SH,1.568,1.227,1.327,8.89,1.6,1.641,1.866,5.11,True,False,False
688628.SH,0.688,0.763,0.825,-0.44,1.054,1.692,1.802,-1.76,False,False,False
603137.SH,0.609,0.903,0.909,-0.2,2.388,1.728,1.698,-3.14,False,False,False
603801.SH,0.648,0.494,0.487,0.84,1.443,1.038,1.004,-2.62,False,False,False
600227.SH,0.974,2.026,2.166,0.7,1.157,2.686,3.124,10.07,False,False,False
601916.SH,0.867,1.138,1.149,0.34,1.431,1.499,1.523,1.01,False,False,False
600648.SH,0.733,0.741,0.733,0.47,1.167,0.74,0.727,-1.32,False,False,False
603903.SH,1.145,1.267,1.315,2.57,2.262,1.672,1.672,-6.39,False,False,False
600325.SH,0.433,0.597,0.591,-0.23,0.762,0.916,0.905,-0.46,False,False,False
601860.SH,0.414,0.629,0.629,0.36,1.024,1.27,1.272,1.08,False,False,False
603977.SH,1.342,1.172,1.196,2.46,2.214,3.012,3.264,6.54,True,True,True
600351.SH,0.942,0.754,0.749,1.04,1.596,0.982,0.966,-1.62,False,False,False
603041.SH,1.499,1.235,1.282,0.37,2.195,1.545,1.562,-2.19,True,False,False
601156.SH,1.442,1.022,1.029,2.59,0.765,1.282,1.27,-1.73,True,False,False
688345.SH,0.595,0.525,0.553,0.23,1.663,1.843,1.928,-3.27,False,False,False
603035.SH,0.594,0.723,0.719,0.26,1.58,1.08,1.056,-2.26,False,False,False
601888.SH,0.519,0.578,0.511,0.6,0.816,0.863,0.737,-3.08,False,False,False
605378.SH,0.775,0.664,0.649,0.09,1.64,1.334,1.272,-4.06,False,False,False
688331.SH,0.544,0.548,0.534,-0.33,0.972,1.165,1.109,-2.24,False,False,False
600099.SH,0.906,0.825,0.837,-0.61,1.825,1.313,1.294,-2.99,False,False,False
600482.SH,1.129,1.133,1.3,-1.52,0.808,0.966,1.108,0.12,False,False,False
688011.SH,0.517,0.838,0.905,0.39,0.865,1.199,1.342,1.43,False,False,False
601619.SH,0.754,1.105,1.277,4.2,0.69,1.06,1.229,-2.16,False,False,False
603315.SH,0.788,2.564,2.789,-1.39,0.745,1.42,1.517,-4.41,False,False,False
605058.SH,1.422,1.493,1.553,-2.93,1.118,1.443,1.478,-2.9,True,False,False
600933.SH,0.3,0.575,0.551,0.0,0.882,1.261,1.185,-3.2,False,False,False
688065.SH,0.618,0.605,0.586,0.55,1.128,1.279,1.254,1.08,False,False,False
600071.SH,0.585,0.644,0.638,-0.42,1.666,1.139,1.103,-3.48,False,False,False
688496.SH,0.726,0.718,0.717,-1.21,1.835,1.117,1.077,-4.59,False,False,False
603389.SH,0.432,0.767,0.782,-1.12,0.992,1.069,1.046,-4.02,False,False,False
600568.SH,1.178,1.081,1.108,2.53,1.754,1.364,1.425,0.7,False,False,False
600173.SH,0.493,0.378,0.368,1.7,0.849,0.524,0.498,-4.19,False,False,False
603690.SH,0.756,0.723,0.713,-0.68,1.094,0.764,0.742,-2.71,False,False,False
600107.SH,0.92,0.552,0.548,-1.12,0.681,1.362,1.306,-5.0,False,False,False
603217.SH,2.653,3.306,3.426,10.02,0.916,2.855,2.934,-4.52,True,False,False
600831.SH,0.431,0.613,0.623,0.22,1.363,1.072,1.047,-5.05,False,False,False
600580.SH,0.399,0.604,0.604,0.29,0.882,0.986,0.957,-3.79,False,False,False
688113.SH,0.595,0.679,0.703,-0.53,2.032,2.257,2.206,-7.64,False,False,False
688508.SH,0.42,0.535,0.532,-1.88,0.593,0.725,0.702,-3.69,False,False,False
603678.SH,0.579,1.008,1.07,-0.46,0.74,1.036,1.1,-0.67,False,False,False
600845.SH,1.075,1.118,1.149,0.0,1.106,1.213,1.226,-1.57,False,False,False
688167.SH,0.811,0.984,1.23,0.61,1.208,1.601,1.987,-8.64,False,False,False
601198.SH,0.637,0.76,0.755,-0.36,0.849,1.02,1.01,0.0,False,False,False
688790.SH,0.785,0.948,0.922,-1.64,0.826,0.859,0.817,-1.16,False,False,False
600303.SH,0.601,0.58,0.609,-0.57,1.79,1.033,1.045,-4.87,False,False,False
600718.SH,0.555,0.589,0.571,1.36,1.19,0.965,0.909,-4.13,False,False,False
600377.SH,0.546,0.754,0.75,0.42,1.086,0.957,0.951,0.58,False,False,False
603067.SH,0.976,1.317,1.46,-3.32,0.75,1.331,1.54,4.41,False,False,False
688778.SH,1.04,1.3,1.216,-3.72,1.021,1.121,1.046,-1.32,False,False,False
688363.SH,0.268,0.391,0.383,0.15,1.009,0.792,0.755,-3.36,False,False,False
603408.SH,0.836,1.03,1.037,1.42,2.595,1.933,1.897,-4.72,False,False,False
603013.SH,0.619,0.704,0.684,-1.33,1.655,1.717,1.574,-5.55,False,False,False
600784.SH,0.936,0.903,0.924,0.54,1.272,1.632,1.677,-0.14,False,False,False
688317.SH,0.507,0.316,0.277,1.3,0.808,0.432,0.373,-2.66,False,False,False
688261.SH,0.533,0.784,0.824,-2.02,0.911,0.97,1.012,0.14,False,False,False
603165.SH,0.395,0.892,0.849,-1.17,1.182,1.391,1.337,2.07,False,False,False
605228.SH,1.187,0.858,0.859,0.0,1.02,0.982,0.94,-4.04,False,False,False
600686.SH,0.558,0.677,0.658,-2.56,0.851,0.732,0.688,-3.57,False,False,False
688215.SH,1.198,1.379,1.378,-3.36,1.118,1.056,1.033,-2.76,False,False,False
601006.SH,0.689,0.657,0.663,0.59,1.706,1.582,1.61,0.98,False,False,False
603111.SH,0.445,0.84,0.85,0.0,1.262,1.035,1.039,-1.25,False,False,False
688289.SH,0.306,0.324,0.299,0.05,1.25,0.842,0.757,-3.65,False,False,False
688692.SH,0.76,1.186,1.119,2.03,0.632,1.015,0.932,-2.58,False,False,False
600201.SH,0.551,0.555,0.525,-0.74,0.694,0.721,0.666,-2.68,False,False,False
603596.SH,1.166,1.558,1.626,3.14,1.089,1.302,1.317,-2.14,False,False,False
605339.SH,0.542,0.623,0.616,0.27,1.057,0.832,0.808,-2.13,False,False,False
601163.SH,0.626,0.532,0.532,0.45,1.148,0.903,0.903,0.06,False,False,False
688370.SH,0.454,0.719,0.699,-0.42,0.785,0.579,0.562,-0.28,False,False,False
603000.SH,0.485,0.632,0.598,2.19,0.574,0.701,0.647,-2.53,False,False,False
600797.SH,2.314,2.128,2.216,4.77,1.277,1.517,1.513,-5.62,True,False,False
601117.SH,1.343,1.297,1.374,4.71,0.976,1.103,1.176,0.86,True,False,False
688398.SH,0.678,0.616,0.693,2.24,1.412,0.995,1.102,-2.31,False,False,False
688783.SH,0.49,0.632,0.621,-1.91,0.889,0.699,0.673,-2.69,False,False,False
603936.SH,0.966,1.284,1.35,-0.07,1.097,1.782,1.91,1.41,False,False,False
600310.SH,1.965,2.439,2.562,2.96,1.41,2.436,2.58,-0.48,True,False,False
601089.SH,0.32,0.553,0.507,-0.32,0.882,0.964,0.857,-3.28,False,False,False
688681.SH,1.079,0.975,1.017,1.6,1.928,1.785,1.829,-2.25,False,False,False
600212.SH,0.399,0.628,0.606,-0.13,0.99,0.924,0.875,-2.08,False,False,False
600609.SH,0.567,0.792,0.768,-0.21,1.525,1.742,1.649,-3.43,False,False,False
603585.SH,1.802,1.985,2.129,4.06,2.365,1.908,2.03,-2.65,True,False,False
600266.SH,0.398,0.422,0.393,0.54,0.765,0.518,0.475,-2.33,False,False,False
688669.SH,2.844,3.772,4.158,11.07,1.175,2.625,2.923,-4.75,True,False,False
601061.SH,1.265,1.028,1.041,4.81,0.909,1.155,1.189,0.57,True,False,False
688272.SH,1.013,1.184,1.196,4.13,2.329,3.407,3.885,10.14,False,True,False
603176.SH,0.497,0.5,0.503,0.0,1.733,0.968,0.951,-3.27,False,False,False
688206.SH,0.712,0.709,0.686,-1.48,0.83,0.808,0.77,-2.49,False,False,False
601015.SH,0.617,0.843,0.887,2.47,0.781,1.541,1.693,4.02,False,False,False
603519.SH,0.817,0.566,0.57,-0.51,1.022,0.962,0.959,-0.81,False,False,False
603102.SH,0.611,0.783,0.769,-0.45,2.084,1.859,1.764,-3.79,False,False,False
600479.SH,0.549,0.765,0.797,-0.18,0.854,0.9,0.931,-1.06,False,False,False
600062.SH,0.555,0.873,0.859,-0.33,0.946,1.116,1.09,-0.71,False,False,False
601696.SH,0.567,0.736,0.748,0.56,0.866,0.962,0.962,-1.89,False,False,False
688485.SH,0.615,0.828,0.869,-0.9,0.817,0.831,0.872,0.87,False,False,False
600016.SH,0.466,0.571,0.579,0.0,1.679,1.196,1.221,1.8,False,False,False
600491.SH,0.741,0.978,1.011,0.62,1.204,1.281,1.318,-1.53,False,False,False
688002.SH,0.501,0.526,0.525,-0.82,0.794,1.131,1.165,2.81,False,False,False
688419.SH,0.39,0.57,0.665,-3.11,0.416,0.647,0.73,-2.61,False,False,False
601211.SH,0.402,0.744,0.711,-0.21,0.859,0.916,0.868,-0.53,False,False,False
603306.SH,0.569,0.713,0.795,-0.63,0.938,0.893,1.018,0.47,False,False,False
688076.SH,1.219,1.242,1.123,0.93,1.925,1.439,1.283,-4.31,True,False,False
600822.SH,0.433,0.605,0.592,0.36,1.772,1.101,1.047,-4.38,False,False,False
600188.SH,1.082,0.939,1.048,4.3,0.912,1.656,1.969,6.38,False,False,False
600593.SH,0.637,0.617,0.546,2.89,1.315,0.983,0.883,0.76,False,False,False
688100.SH,0.981,1.004,1.049,-2.13,1.961,1.6,1.658,0.07,False,False,False
603270.SH,0.462,0.745,0.756,-0.61,1.279,0.991,0.985,-3.01,False,False,False
600160.SH,0.772,0.764,0.806,0.7,1.57,1.407,1.534,4.09,False,False,False
603683.SH,0.501,0.509,0.477,0.04,0.707,0.603,0.553,-2.59,False,False,False
603298.SH,1.239,1.012,1.056,-3.85,0.791,0.87,0.888,-2.16,True,False,False
600114.SH,0.466,0.833,0.882,-0.95,0.873,0.997,1.035,-2.22,False,False,False
603012.SH,0.67,0.677,0.692,0.36,1.518,1.324,1.389,1.7,False,False,False
603409.SH,0.306,0.321,0.313,-0.24,2.312,1.423,1.327,-5.64,False,False,False
688316.SH,1.452,1.073,1.108,5.82,0.625,0.751,0.731,-6.14,True,False,False
600785.SH,0.264,0.393,0.364,-0.85,0.558,0.432,0.392,-3.48,False,False,False
603066.SH,0.564,0.691,0.697,0.36,2.479,2.129,2.078,-4.79,False,False,False
688362.SH,1.539,1.273,1.32,2.6,0.952,1.013,1.029,-5.53,True,False,False
688779.SH,0.565,0.681,0.752,0.0,0.882,1.01,1.135,1.73,False,False,False
600376.SH,0.648,0.768,0.764,1.25,0.991,1.278,1.216,-6.55,False,False,False
603950.SH,0.925,0.584,0.74,10.01,1.625,2.69,3.63,10.0,False,False,False
600719.SH,0.743,0.909,0.919,0.3,1.048,1.139,1.136,-1.8,False,False,False
600302.SH,0.44,0.527,0.528,-1.19,1.343,1.121,1.046,-7.91,False,False,False
601199.SH,0.764,1.053,1.092,0.0,0.864,1.281,1.324,-0.49,False,False,False
603826.SH,0.588,0.957,1.042,0.44,0.747,1.02,1.119,0.1,False,False,False
688693.SH,0.644,0.824,0.841,0.09,1.092,1.151,1.159,-3.27,False,False,False
688288.SH,0.349,0.589,0.614,-0.74,1.808,1.177,1.217,-1.69,False,False,False
601007.SH,0.698,0.555,0.547,1.49,1.296,0.794,0.768,-3.06,False,False,False
603110.SH,0.545,0.819,0.8,-0.06,2.945,3.896,4.054,5.98,False,True,False
688260.SH,2.239,2.16,2.316,2.48,1.145,1.634,1.643,-6.87,True,False,False
600004.SH,0.421,0.551,0.542,0.11,0.77,1.361,1.324,-1.6,False,False,False
603360.SH,0.501,0.409,0.363,-0.17,1.028,0.773,0.665,-2.55,False,False,False
688010.SH,1.356,1.264,1.334,3.02,0.717,1.422,1.522,0.36,True,False,False
601618.SH,0.826,1.093,1.099,1.58,0.624,0.91,0.914,-0.62,False,False,False
600483.SH,2.073,3.388,3.677,1.97,1.398,2.077,2.253,-1.16,True,False,False
600098.SH,1.304,1.301,1.358,2.22,2.656,2.8,3.033,4.88,True,False,False
600844.SH,0.802,0.769,0.786,1.24,1.734,2.347,2.487,2.75,False,False,False
603679.SH,0.846,1.242,1.272,-0.6,1.469,1.405,1.394,-5.64,False,False,False
603262.SH,0.216,0.389,0.379,-0.18,0.847,0.654,0.626,-2.24,False,False,False
688166.SH,2.116,1.944,1.872,4.4,1.51,1.284,1.196,-4.82,True,False,False
601375.SH,0.734,0.78,0.782,1.14,1.111,1.182,1.175,-0.9,False,False,False
600830.SH,0.818,1.073,1.084,1.23,1.912,1.616,1.594,-3.03,False,False,False
603216.SH,0.371,0.665,0.572,0.15,0.643,0.59,0.505,-0.51,False,False,False
688509.SH,0.592,0.963,0.957,0.39,1.863,1.314,1.257,-4.62,False,False,False
